app_id,review_count,positive_rate_rev,helpful_rate,avg_review_length
10,12291,0.9684321861524693,0.10007322431047108,92.48344316979905
1002,42,0.6904761904761905,0.5,265.8333333333333
100400,33,0.7575757575757576,0.3333333333333333,539.7575757575758
10090,9444,0.9328674290554849,0.13807708598051674,200.74354087251166
100980,29,0.9310344827586207,0.6551724137931034,398.44827586206895
10100,88,0.7727272727272727,0.32954545454545453,402.9318181818182
10110,105,0.7714285714285715,0.26666666666666666,563.2095238095238
10120,19,0.47368421052631576,0.21052631578947367,403.36842105263156
10130,295,0.752542372881356,0.22372881355932203,539.1559322033899
10140,37,0.6486486486486487,0.4864864864864865,220.40540540540542
10150,1147,0.7663469921534438,0.16826503923278116,364.46469049694855
10180,7930,0.8634300126103405,0.11172761664564944,191.2358133669609
10220,579,0.35060449050086356,0.33506044905008636,389.03108808290153
102200,199,0.7839195979899497,0.03015075376884422,321.57286432160805
10230,56,0.25,0.10714285714285714,576.0
10240,13,0.6153846153846154,0.23076923076923078,627.5384615384615
10250,14,0.2857142857142857,0.35714285714285715,252.85714285714286
102500,4457,0.8842270585595692,0.05541844289881086,505.28337446713033
10260,6,0.16666666666666666,0.3333333333333333,187.83333333333334
102600,2277,0.9710144927536232,0.04216073781291173,241.3816425120773
10270,145,0.593103448275862,0.14482758620689656,604.9103448275862
102700,5067,0.4706927175843694,0.1549240181567002,196.56858101440696
102810,52,0.8269230769230769,0.07692307692307693,321.03846153846155
102840,505,0.7643564356435644,0.07326732673267326,357.819801980198
102850,138,0.6739130434782609,0.036231884057971016,360.0072463768116
104000,97,0.7319587628865979,0.08247422680412371,288.7319587628866
104020,69,0.7101449275362319,0.10144927536231885,352.8695652173913
104100,59,0.6949152542372882,0.05084745762711865,357.7457627118644
104200,821,0.7783191230207065,0.21680876979293545,209.8976857490865
10460,38,0.5789473684210527,0.3157894736842105,526.921052631579
104600,246,0.8252032520325203,0.3089430894308943,209.9471544715447
104700,2457,0.6654456654456654,0.1164021164021164,216.06227106227107
104900,11620,0.7401893287435456,0.12650602409638553,233.11755593803787
10500,6349,0.9064419593636793,0.0841077335013388,287.4112458654906
105000,445,0.6202247191011236,0.0651685393258427,641.5707865168539
105100,302,0.44370860927152317,0.019867549668874173,378.0430463576159
10530,68,0.5,0.1323529411764706,412.0735294117647
105300,200,0.76,0.05,280.17
105420,95,0.7368421052631579,0.17894736842105263,430.0105263157895
105450,97,1.0,0.7319587628865979,866.3298969072165
105600,84702,0.9707799107459092,0.09672735000354182,221.75913201577293
105700,88,0.5795454545454546,0.06818181818181818,433.6363636363636
106000,77,0.5844155844155844,0.1038961038961039,487.90909090909093
10680,3105,0.8557165861513688,0.1037037037037037,371.63446054750403
107100,14754,0.977090958384167,0.023857936830689982,292.34024671275586
107200,1764,0.9331065759637188,0.036281179138321996,316.8327664399093
107300,702,0.8760683760683761,0.05982905982905983,367.84757834757835
107310,1820,0.9335164835164835,0.05989010989010989,299.7412087912088
107410,32262,0.8885066021945323,0.13991693013452358,271.72794619056475
107600,585,0.9521367521367521,0.05299145299145299,292.74529914529916
107800,680,0.9161764705882353,0.03823529411764706,333.3220588235294
107900,1419,0.3939393939393939,0.17406624383368569,194.83861874559548
108110,66,0.3939393939393939,0.42424242424242425,760.2727272727273
108200,742,0.8787061994609164,0.05525606469002695,287.4164420485175
108210,121,0.5867768595041323,0.12396694214876033,234.05785123966942
108500,314,0.8980891719745223,0.050955414012738856,317.35350318471336
108600,8127,0.8924572412944506,0.13756613756613756,20.006152331733727
108700,232,0.6982758620689655,0.04741379310344827,463.42672413793105
108710,6180,0.8946601941747573,0.0383495145631068,411.56310679611653
109200,64,0.8125,0.015625,569.9375
109500,111,0.5495495495495496,0.12612612612612611,249.72072072072072
109700,69,0.6956521739130435,0.10144927536231885,711.0289855072464
11040,47,0.723404255319149,0.23404255319148937,546.4255319148937
110400,95,0.7052631578947368,0.08421052631578947,336.5263157894737
11050,61,0.5737704918032787,0.19672131147540983,540.9016393442623
110500,48,0.6666666666666666,0.020833333333333332,407.8333333333333
110600,31,0.5806451612903226,0.03225806451612903,397.258064516129
110630,15,0.7333333333333333,0.2,533.6666666666666
110800,5111,0.8340833496380357,0.08041479162590491,377.3782038739973
111000,45,0.5333333333333333,0.1111111111111111,630.8222222222222
111010,39,0.6153846153846154,0.02564102564102564,613.7692307692307
111100,223,0.820627802690583,0.12556053811659193,303.4484304932735
11130,85,0.17647058823529413,0.11764705882352941,697.2705882352941
111300,16,0.8125,0.0,376.5625
11140,83,0.7831325301204819,0.0963855421686747,590.3734939759037
111400,198,0.3181818181818182,0.05555555555555555,196.16161616161617
11150,51,0.6274509803921569,0.09803921568627451,709.8039215686274
111600,218,0.8486238532110092,0.10550458715596331,316.151376146789
11180,56,0.25,0.17857142857142858,751.6964285714286
111800,391,0.7365728900255755,0.023017902813299233,305.5063938618926
11190,133,0.7744360902255639,0.10526315789473684,521.8345864661654
111900,609,0.15599343185550082,0.15270935960591134,329.1018062397373
11200,237,0.5780590717299579,0.09282700421940929,396.35021097046416
112100,263,0.8060836501901141,0.09505703422053231,518.3346007604563
11230,169,0.6390532544378699,0.21301775147928995,164.36686390532543
11240,361,0.5263157894736842,0.10526315789473684,368.2409972299169
11250,5,0.6,0.8,1101.4
11260,56,0.4107142857142857,0.17857142857142858,389.0892857142857
11280,450,0.8777777777777778,0.25555555555555554,236.31333333333333
113020,3667,0.9143714207799291,0.06053995091355331,230.1690755385874
113200,20359,0.9597229726410924,0.05245837221867479,211.37688491576208
11330,280,0.7928571428571428,0.1357142857142857,286.8
11340,258,0.7713178294573644,0.08914728682170543,414.5387596899225
113400,12573,0.5935735305814046,0.11206553726238766,287.46814602720116
113420,3296,0.560376213592233,0.14350728155339806,300.4560072815534
11360,219,0.7123287671232876,0.0547945205479452,269.4063926940639
11370,132,0.5454545454545454,0.07575757575757576,432.969696969697
11390,673,0.4888558692421991,0.1277860326894502,327.38632986627044
11450,1033,0.9128751210067764,0.12294288480154889,369.9128751210068
11480,79,0.810126582278481,0.34177215189873417,411.50632911392404
115100,1460,0.9273972602739726,0.04315068493150685,398.36506849315066
115110,702,0.9202279202279202,0.04843304843304843,356.4928774928775
115120,362,0.8093922651933702,0.10220994475138122,377.92541436464086
115200,83,0.39759036144578314,0.3132530120481928,265.4457831325301
115210,93,0.6774193548387096,0.3225806451612903,275.73118279569894
115220,62,0.7419354838709677,0.12903225806451613,397.53225806451616
115320,1643,0.6068167985392574,0.1363359707851491,388.646378575776
11560,28,0.5357142857142857,0.6428571428571429,348.17857142857144
115800,1053,0.9420702754036088,0.10921177587844255,512.8290598290598
11590,189,0.291005291005291,0.1693121693121693,296.7566137566138
116100,163,0.5766871165644172,0.147239263803681,373.67484662576686
116120,66,0.803030303030303,0.045454545454545456,356.1818181818182
11900,40,0.875,0.025,300.55
11920,8,1.0,0.125,447.375
1200,600,0.8883333333333333,0.15,245.62833333333333
12100,1275,0.8650980392156863,0.16705882352941176,323.95529411764704
12110,2354,0.9022939677145284,0.15123194562446898,246.7073067119796
12120,6289,0.8279535697249165,0.16584512641119414,229.23405946891398
12130,395,0.7113924050632912,0.29620253164556964,372.0303797468354
12140,1532,0.8883812010443864,0.08159268929503917,387.15013054830285
12150,947,0.9313621964097148,0.09820485744456177,371.9683210137276
12160,239,0.8284518828451883,0.25523012552301255,373.06276150627616
12170,71,0.9295774647887324,0.5633802816901409,214.28169014084506
12180,48,0.9791666666666666,0.6041666666666666,239.35416666666666
12200,3454,0.8485813549507817,0.14244354371742907,251.80138969310943
12210,14379,0.5842548160511858,0.09541692746366229,237.81118297517213
12220,2113,0.689540937056318,0.1273071462375769,254.87979176526267
12310,33,0.7575757575757576,0.45454545454545453,653.4848484848485
12320,341,0.7917888563049853,0.187683284457478,433.37536656891496
12330,153,0.8235294117647058,0.13071895424836602,584.3790849673203
12340,38,0.7105263157894737,0.4473684210526316,543.6315789473684
12360,527,0.7817836812144212,0.127134724857685,293.8102466793169
12420,26,0.19230769230769232,0.3076923076923077,510.38461538461536
12430,53,0.18867924528301888,0.0,374.07547169811323
12450,8,0.375,0.25,540.5
12460,68,0.45588235294117646,0.20588235294117646,284.97058823529414
12470,86,0.6511627906976745,0.20930232558139536,407.9418604651163
12480,72,0.4583333333333333,0.18055555555555555,395.27777777777777
1250,21970,0.9614474283113337,0.0646335912608102,206.72353208921257
12500,311,0.8971061093247589,0.06752411575562701,330.2475884244373
12520,164,0.676829268292683,0.3597560975609756,389.5
12530,10,0.8,0.7,438.4
12560,20,0.3,0.3,220.65
12570,12,0.4166666666666667,0.5833333333333334,566.5833333333334
12580,10,0.5,0.9,484.4
12590,26,0.46153846153846156,0.46153846153846156,206.19230769230768
12630,4,0.5,0.5,212.5
12640,96,0.8020833333333334,0.2708333333333333,509.0729166666667
12670,11,0.5454545454545454,0.8181818181818182,498.0
12690,70,0.8142857142857143,0.3142857142857143,451.3142857142857
12710,320,0.928125,0.090625,320.7875
12750,1377,0.8395061728395061,0.10530137981118373,334.279593318809
12770,209,0.6267942583732058,0.11004784688995216,586.8803827751196
12790,125,0.384,0.232,487.88
12830,541,0.55637707948244,0.17744916820702403,363.63031423290204
130,1342,0.9046199701937406,0.09538002980625931,317.1661698956781
1300,268,0.8992537313432836,0.13059701492537312,418.6194029850746
13000,25,0.88,0.52,199.24
1313,15,0.8666666666666667,0.06666666666666667,254.86666666666667
13140,1025,0.6653658536585366,0.15024390243902438,186.4419512195122
